LEN,LEX,SEN,SEX,PSM,SLV,CLS,NOP,RMR,TCS
False,False,False,False,0,0,20766.5,20766.5,4.0,Sat Oct 29 08:00:06 2022
False,False,False,False,0,0,20692.0,20692.0,4.0,Sat Oct 29 12:00:07 2022
False,False,False,False,0,0,20926.5,20926.5,4.0,Sat Oct 29 16:00:07 2022
False,False,False,False,0,0,20836.5,20836.5,4.0,Sat Oct 29 20:00:06 2022
False,False,False,False,0,0,20814.5,20814.5,4.0,Sun Oct 30 00:00:06 2022
False,False,False,False,0,0,20772.5,20772.5,4.0,Sun Oct 30 04:00:05 2022
False,False,False,False,0,0,20843.5,20843.5,4.0,Sun Oct 30 08:00:06 2022
False,False,False,False,0,0,20771.0,20771.0,4.0,Sun Oct 30 12:00:06 2022
False,False,False,False,0,0,20679.0,20679.0,4.0,Sun Oct 30 16:00:08 2022
False,False,False,False,0,0,20642.5,20642.5,4.0,Sun Oct 30 20:00:07 2022
False,False,False,False,0,0,20620.5,20620.5,4.0,Mon Oct 31 00:00:06 2022
False,False,False,False,0,0,20516.0,20516.0,4.0,Mon Oct 31 04:00:06 2022
False,False,False,False,0,0,20544.5,20544.5,4.0,Mon Oct 31 08:00:10 2022
False,False,False,False,0,0,20721.5,20721.5,4.0,Mon Oct 31 12:00:06 2022
False,False,False,False,0,0,20390.5,20390.5,4.0,Mon Oct 31 16:00:06 2022
False,False,False,False,0,0,20356.0,20356.0,4.0,Mon Oct 31 20:00:07 2022
False,False,False,False,0,0,20484.0,20484.0,4.0,Tue Nov  1 00:00:06 2022
False,False,False,False,0,0,20469.0,20469.0,4.0,Tue Nov  1 04:00:07 2022
False,False,False,False,0,0,20581.5,20581.5,4.0,Tue Nov  1 08:00:06 2022
False,False,False,False,0,0,20507.0,20507.0,4.0,Tue Nov  1 12:00:06 2022
False,False,False,False,0,0,20435.5,20435.5,4.0,Tue Nov  1 16:00:07 2022
False,False,False,False,0,0,20439.5,20439.5,4.0,Tue Nov  1 20:00:06 2022
False,False,False,False,0,0,20468.0,20468.0,4.0,Wed Nov  2 00:00:07 2022
False,False,False,False,0,0,20508.0,20508.0,4.0,Wed Nov  2 04:00:06 2022
False,False,False,False,0,0,20417.5,20417.5,4.0,Wed Nov  2 08:00:07 2022
False,False,False,False,0,0,20419.5,20419.5,4.0,Wed Nov  2 12:00:08 2022
False,False,False,False,0,0,20400.0,20400.0,4.0,Wed Nov  2 16:00:07 2022
False,False,False,False,0,0,20242.0,20242.0,4.0,Wed Nov  2 20:00:08 2022
False,False,False,False,0,0,20140.5,20140.5,4.0,Thu Nov  3 00:00:08 2022
False,False,False,False,0,0,20297.0,20297.0,4.0,Thu Nov  3 04:00:06 2022
False,False,False,False,0,0,20290.5,20290.5,4.0,Thu Nov  3 08:00:06 2022
False,False,False,False,0,0,20116.0,20116.0,4.0,Thu Nov  3 12:00:07 2022
False,False,False,False,0,0,20241.0,20241.0,4.0,Thu Nov  3 16:00:08 2022
False,False,False,False,0,0,20245.5,20245.5,4.0,Thu Nov  3 20:00:06 2022
False,False,False,False,0,0,20201.0,20201.0,4.0,Fri Nov  4 00:00:06 2022
False,False,False,False,0,0,20310.0,20310.0,4.0,Fri Nov  4 04:00:08 2022
False,False,False,False,0,0,20602.0,20602.0,4.0,Fri Nov  4 08:00:07 2022
False,False,False,False,0,0,20545.0,20545.0,4.0,Fri Nov  4 12:00:07 2022
True,False,False,True,1.19257806304028,20178.309035,20830.5,20830.5,4.0,Fri Nov  4 16:00:07 2022
False,False,False,False,0,0,21097.5,21097.5,4.0,Fri Nov  4 20:00:07 2022
False,False,False,False,0,0,21141.0,21141.0,4.0,Sat Nov  5 00:00:06 2022
False,False,False,False,0,0,21435.0,21435.0,4.0,Sat Nov  5 04:00:06 2022
False,False,False,False,0,0,21376.0,21376.0,4.0,Sat Nov  5 08:00:11 2022
False,False,False,False,0,0,21393.0,21393.0,4.0,Sat Nov  5 12:00:10 2022
False,False,False,False,0,0,21291.0,21291.0,4.0,Sat Nov  5 16:00:09 2022
False,False,False,False,0,0,21321.5,21321.5,4.0,Sat Nov  5 20:00:09 2022
False,False,False,False,0,0,21295.0,21295.0,4.0,Sun Nov  6 00:00:06 2022
False,False,False,False,0,0,21229.0,21229.0,4.0,Sun Nov  6 04:00:06 2022
False,False,False,False,0,0,21191.5,21191.5,4.0,Sun Nov  6 08:00:07 2022
False,False,False,False,0,0,21242.0,21242.0,4.0,Sun Nov  6 12:00:10 2022
False,False,False,False,0,0,21234.5,21234.5,4.0,Sun Nov  6 16:00:06 2022
False,False,False,False,0,0,21192.5,21192.5,4.0,Sun Nov  6 20:00:06 2022
False,False,False,False,0,0,20903.5,20903.5,4.0,Mon Nov  7 00:00:07 2022
False,False,False,False,0,0,20904.5,20904.5,4.0,Mon Nov  7 04:00:06 2022
False,False,False,False,0,0,20621.5,20621.5,4.0,Mon Nov  7 08:00:08 2022
False,False,False,False,0,0,20721.5,20721.5,4.0,Mon Nov  7 12:00:07 2022
False,False,False,False,0,0,20758.5,20758.5,4.0,Mon Nov  7 16:00:06 2022
False,False,False,False,0,0,20830.5,20830.5,4.0,Mon Nov  7 20:00:07 2022
False,False,False,False,0,0,20585.5,20585.5,4.0,Tue Nov  8 00:00:06 2022
False,False,False,False,0,0,20140.5,20140.5,4.0,Tue Nov  8 04:00:07 2022
False,True,True,False,0.67192433875444,21010.27592,19784.0,19784.0,4.0,Tue Nov  8 08:00:17 2022
